South Africa  ;; Marion Island (Prince Edward Islands);n3401;@spitzlbergerj,@TipsyNurse
South Africa  ;; Pretoria;n269;@spitzlbergerj,@TipsyNurse
South Georgia/Sandwich Is. ;; King Edward Point;n1985;@spitzlbergerj,@TipsyNurse
South Korea  ;; Seoul;n235;@spitzlbergerj,@TipsyNurse,@hiaustralian
South Sudan  ;; Juba;n2171;@spitzlbergerj,@TipsyNurse
Spain; ; A Coruña;n681;@qu1que
Spain; ; Barcelona;n31;@qu1que
Spain; ; Bilbao;n327;@qu1que
Spain; ; Lugo;n3334;@qu1que
Spain; ; Madrid;n141;@qu1que
Spain; ; Santa Cruz de Tenerife;n683;@qu1que
Spain; ; Sevilla;n321;@qu1que
Spain; ; Valencia;n325;@qu1que
Spain; ; Valladolid;n3751;@qu1que
Spain; ; Vigo;n4529;@qu1que
Spain; ; Zaragoza;n326;@qu1que
Spain   ; Barcelona; Barcelona;n31;@spitzlbergerj,@TipsyNurse
Spain   ; Majorca; Palma;n191;@spitzlbergerj,@TipsyNurse
Spain   ;; Madrid;n141;@spitzlbergerj,@TipsyNurse
Sri Lanka  ;; Colombo;n389;@spitzlbergerj,@TipsyNurse
Sri Lanka  ;; Sri Jayawardenepura Kotte;n1925;@spitzlbergerj,@TipsyNurse
Sudan   ;; Khartoum;n118;@spitzlbergerj,@TipsyNurse
Suriname   ;; Paramaribo;n194;@spitzlbergerj,@TipsyNurse
Sweden; ; Gothenburg;n291;@Nilnik
Sweden;; Stockholm;n239;
Sweden   ;; Stockholm;n239;@spitzlbergerj,@TipsyNurse
Switzerland; ; Zuerich;n268 ;@CyruS1337
Switzerland;; Geneva;n87;
Switzerland   ; Bern; Bern;n270;@spitzlbergerj,@TipsyNurse
Switzerland   ; Geneva; Geneva;n87;@spitzlbergerj,@TipsyNurse
Switzerland   ; Zurich; Zürich;n268;@spitzlbergerj,@TipsyNurse
Syria   ;; Damascus;n487;@spitzlbergerj,@TipsyNurse
Taiwan   ;; Taipei;n241;@spitzlbergerj,@TipsyNurse
Tajikistan   ;; Dushanbe;n385;@spitzlbergerj,@TipsyNurse
Tanzania   ;; Dar es Salaam;n71;@spitzlbergerj,@TipsyNurse
Tanzania   ;; Dodoma;n1030;@spitzlbergerj,@TipsyNurse
Thailand   ;; Bangkok;n28;@spitzlbergerj,@TipsyNurse
Timor-Leste   ;; Dili;n768;@spitzlbergerj,@TipsyNurse
Togo   ;; Lomé;n135;@spitzlbergerj,@TipsyNurse
Tokelau   ;; Fakaofo;n738;@spitzlbergerj,@TipsyNurse
Tonga   ;;nukualofa;n277;@spitzlbergerj,@TipsyNurse
Trinidad and Tobago ;; Port of Spain;n588;@spitzlbergerj,@TipsyNurse
Tunisia   ;; Tunis;n253;@spitzlbergerj,@TipsyNurse
Turkey   ;; Ankara;n19;@spitzlbergerj,@TipsyNurse
Turkey   ;; Istanbul;n107;@spitzlbergerj,@TipsyNurse
Turkmenistan   ;; Ashgabat;n387;@spitzlbergerj,@TipsyNurse
Tuvalu   ;; Funafuti;n272;@spitzlbergerj,@TipsyNurse
Uganda   ;; Kampala;n115;@spitzlbergerj,@TipsyNurse
Ukraine   ; Dnipropetrovsk; Dnipro;n4060;@spitzlbergerj,@TipsyNurse
Ukraine   ; Kyiv; Kyiv;n367;@spitzlbergerj,@TipsyNurse
Ukraine   ; Odessa; Odesa;n366;@spitzlbergerj,@TipsyNurse
United Arab Emirates ; Abu Dhabi; Abu Dhabi;n2;@spitzlbergerj,@TipsyNurse
United Arab Emirates ; Dubai; Dubai;n776;@spitzlbergerj,@TipsyNurse
United Kingdom  ; n2483;@dazza120
United Kingdom  ; London;n136;
United Kingdom  ; Middlesbrough, n1343 @Biffer902
United Kingdom  ; England; Bromley;n4744;@spitzlbergerj,@TipsyNurse
United Kingdom  ; England; Croydon;n5264;@spitzlbergerj,@TipsyNurse
United Kingdom  ; England; Enfield;n4733;@spitzlbergerj,@TipsyNurse
United Kingdom  ; England; Epsom;n4793;@spitzlbergerj,@TipsyNurse
United Kingdom  ; England; Greenwich Borough;n769;@spitzlbergerj,@TipsyNurse
United Kingdom  ; England; London;n136;@spitzlbergerj,@TipsyNurse
United Kingdom  ; England; Loughton;n2125;@spitzlbergerj,@TipsyNurse
United Kingdom  ; Scotland; Edinburgh;n304;@spitzlbergerj,@TipsyNurse
United Kingdom  ; Scotland; Glasgow;n90;@spitzlbergerj,@TipsyNurse
United Kingdom  ; Wales; Cardiff;n298;@spitzlbergerj,@TipsyNurse
United Kingdom  ;northern Ireland; Belfast;n919;@spitzlbergerj,@TipsyNurse
Uruguay;; Montevideo;n163;@spitzlbergerj,@TipsyNurse
US Minor Outlying Islands;; Baker Island;n3399;@spitzlbergerj,@TipsyNurse
US Minor Outlying Islands;; Midway;n1890;@spitzlbergerj,@TipsyNurse
US Minor Outlying Islands;; Wake Island;n2131;@spitzlbergerj,@TipsyNurse
USA; Albuquerque;nm;n394 ;@sdetweil
USA; Austin; Texas;n64 ;@sdetweil
USA; Boston; MA;n43 ;@rts58
USA; CA; ;n137;
USA; Central America; ;n94;@rmonteroc
USA; Central Time zone; Chicago;n64;@vinp
USA; Dallas; Texas;n70;@sdetweil
USA; Houston; Texas;n104 ;@sdetweil
USA; IL; ;n64;
USA; Iowa; Des Moines;n76;@justjim
USA; Kansas; Overland Park;n868;@justjim
USA; Kansas;Kansas City;n5080;@justjim
USA; Missouri; Independence;n838;@justjim
USA; Missouri; Kansas City;n405;@justjim
USA; Missouri; Maryville;n5345;@justjim
USA; Missouri; Saint Joseph;n5688;@justjim
USA; Phoenix; Az;n197;@sdetweil
USA; TX; ;n70;
USA;nJ; Freehold;n2268 ;@swvalenti
USA;nY; ;n179;
USA   ; Alabama; Montgomery;n407;@spitzlbergerj,@TipsyNurse
USA   ; Alaska; Adak;n13;@spitzlbergerj,@TipsyNurse
USA   ; Alaska; Anchorage;n18;@spitzlbergerj,@TipsyNurse
USA   ; Alaska; Fairbanks;n81;@spitzlbergerj,@TipsyNurse
USA   ; Alaska; Juneau;n112;@spitzlbergerj,@TipsyNurse
USA   ; Alaska; Unalaska;n931;@spitzlbergerj,@TipsyNurse
USA   ; Arizona; Phoenix;n197;@spitzlbergerj,@TipsyNurse
USA   ; Arkansas; Little Rock;n134;@spitzlbergerj,@TipsyNurse
USA   ; California; Los Angeles;n137;@spitzlbergerj,@TipsyNurse
USA   ; California; Sacramento;n217;@spitzlbergerj,@TipsyNurse
USA   ; California; San Diego;n770;@spitzlbergerj,@TipsyNurse
USA   ; California; San Francisco;n224;@spitzlbergerj,@TipsyNurse
USA   ; California; San Jose;n283;@spitzlbergerj,@TipsyNurse
USA   ; Colorado; Denver;n75;@spitzlbergerj,@TipsyNurse
USA   ; Connecticut; Hartford;n98;@spitzlbergerj,@TipsyNurse
USA   ; Delaware; Dover;n1029;@spitzlbergerj,@TipsyNurse
USA   ; District of Columbia; Washington DC;n263;@spitzlbergerj,@TipsyNurse
USA   ; Florida; Miami;n156;@spitzlbergerj,@TipsyNurse
USA   ; Florida; Orlando;n867;@spitzlbergerj,@TipsyNurse
USA   ; Florida; Pensacola;n944;@spitzlbergerj,@TipsyNurse
USA   ; Georgia; Atlanta;n25;@spitzlbergerj,@TipsyNurse
USA   ; Hawaii; Honolulu;n103;@spitzlbergerj,@TipsyNurse
USA   ; Idaho; Boise;n42;@spitzlbergerj,@TipsyNurse
USA   ; Illinois; Chicago;n64;@spitzlbergerj,@TipsyNurse
USA   ; Indiana; Indianapolis;n105;@spitzlbergerj,@TipsyNurse
USA   ; Iowa; Des Moines;n76;@spitzlbergerj,@TipsyNurse
USA   ; Kansas; Topeka;n249;@spitzlbergerj,@TipsyNurse
USA   ; Kentucky; Louisville;n413;@spitzlbergerj,@TipsyNurse
USA   ; Louisiana;new Orleans;n178;@spitzlbergerj,@TipsyNurse
USA   ; Maine; Augusta;n23;@spitzlbergerj,@TipsyNurse
USA   ; Maryland; Baltimore;n419;@spitzlbergerj,@TipsyNurse
USA   ; Massachusetts; Boston;n43;@spitzlbergerj,@TipsyNurse
USA   ; Michigan; Detroit;n77;@spitzlbergerj,@TipsyNurse
USA   ; Minnesota; Minneapolis;n159;@spitzlbergerj,@TipsyNurse
USA   ; Minnesota; St. Paul;n219;@spitzlbergerj,@TipsyNurse
USA   ; Mississippi; Jackson;n515;@spitzlbergerj,@TipsyNurse
USA   ; Missouri; Kansas City;n405;@spitzlbergerj,@TipsyNurse
USA   ; Missouri; St. Louis;n605;@spitzlbergerj,@TipsyNurse
USA   ; Montana; Billings;n448;@spitzlbergerj,@TipsyNurse
USA   ; Ohio; Columbus;n805;@spitzlbergerj,@TipsyNurse
USA   ; Oklahoma; Oklahoma City;n184;@spitzlbergerj,@TipsyNurse
USA   ; Oregon; Portland;n202;@spitzlbergerj,@TipsyNurse
USA   ; Oregon; Salem;n221;@spitzlbergerj,@TipsyNurse
USA   ; Pennsylvania; Philadelphia;n198;@spitzlbergerj,@TipsyNurse
USA   ; Rhode Island; Providence;n878;@spitzlbergerj,@TipsyNurse
USA   ; South Carolina; Columbia;n66;@spitzlbergerj,@TipsyNurse
USA   ; South Dakota; Rapid City;n1920;@spitzlbergerj,@TipsyNurse
USA   ; South Dakota; Sioux Falls;n627;@spitzlbergerj,@TipsyNurse
USA   ; Tennessee; Knoxville;n843;@spitzlbergerj,@TipsyNurse
USA   ; Tennessee;nashville;n171;@spitzlbergerj,@TipsyNurse
USA   ; Texas; Austin;n24;@spitzlbergerj,@TipsyNurse
USA   ; Texas; Dallas;n70;@spitzlbergerj,@TipsyNurse
USA   ; Texas; Houston;n104;@spitzlbergerj,@TipsyNurse
USA   ; Texas; Midland;n1921;@spitzlbergerj,@TipsyNurse
USA   ; Utah; Salt Lake City;n220;@spitzlbergerj,@TipsyNurse
USA   ; Vermont; Montpelier;n164;@spitzlbergerj,@TipsyNurse
USA   ; Virginia; Richmond;n212;@spitzlbergerj,@TipsyNurse
USA   ; Washington; Seattle;n234;@spitzlbergerj,@TipsyNurse
USA   ; West Virginia; Charleston;n62;@spitzlbergerj,@TipsyNurse
USA   ; Wisconsin; Madison;n142;@spitzlbergerj,@TipsyNurse
USA   ; Wisconsin; Milwaukee;n158;@spitzlbergerj,@TipsyNurse
USA   ; Wyoming; Cheyenne;n778;@spitzlbergerj,@TipsyNurse
USA   ;nebraska; Lincoln;n132;@spitzlbergerj,@TipsyNurse
USA   ;nevada; Las Vegas;n127;@spitzlbergerj,@TipsyNurse
USA   ;new Hampshire; Concord;n68;@spitzlbergerj,@TipsyNurse
USA   ;new Jersey;newark;n861;@spitzlbergerj,@TipsyNurse
USA   ;new Mexico; Albuquerque;n394;@spitzlbergerj,@TipsyNurse
USA   ;new York;new York;n179;@spitzlbergerj,@TipsyNurse
USA   ;north Carolina; Raleigh;n207;@spitzlbergerj,@TipsyNurse
USA   ;north Dakota; Bismarck;n39;@spitzlbergerj,@TipsyNurse
Uzbekistan   ;; Tashkent;n244;@spitzlbergerj,@TipsyNurse
Vanuatu   ;; Port Vila;n280;@spitzlbergerj,@TipsyNurse
Vatican City State ;; Vatican City;n710;@spitzlbergerj,@TipsyNurse
Venezuela   ;; Caracas;n58;@spitzlbergerj,@TipsyNurse
Vietnam   ;; Hanoi;n95;@spitzlbergerj,@TipsyNurse
Vietnam   ;; Ho Chi Minh;n218;@spitzlbergerj,@TipsyNurse
Western Sahara  ;; El Aaiún;n741;@spitzlbergerj,@TipsyNurse
Yemen   ;; Aden;n6;@spitzlbergerj,@TipsyNurse
Yemen   ;; Sana;n672;@spitzlbergerj,@TipsyNurse
Zambia   ;; Lusaka;n140;@spitzlbergerj,@TipsyNurse
Zimbabwe   ;; Harare;n96;@spitzlbergerj,@TipsyNurse
